"author_handle","likes","mentions","permalink","shares","source_favorites","source_followers","source_following","tags","main"
"biospices","0.0","","https://www.twitter.com/biospices/status/922361531614023680","0.0","3.0","5","22.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345084625t  #sulfoxaflor #flupyradifurone"
"marlinfrance","0.0","","https://www.twitter.com/marlinfrance/status/922354267528290305","0.0","53.0","253","288.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345066176t  #sulfoxaflor #flupyradifurone"
"bersenti","0.0","","https://www.twitter.com/bersenti/status/922358123381346304","0.0","5867.0","55","68.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345076685t  #sulfoxaflor #flupyradifurone"
"DuranteauJerome","0.0","","https://www.twitter.com/DuranteauJerome/status/922371569145532416","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345104230t  #sulfoxaflor #flupyradifurone"
"FrancoiseSegain","0.0","","https://www.twitter.com/FrancoiseSegain/status/922731416932245504","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345479666t  #sulfoxaflor #flupyradifurone"
"Brassier18","0.0","","https://www.twitter.com/Brassier18/status/922374650486812672","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345110000t  #sulfoxaflor #flupyradifurone"
"p_jouishomme","0.0","","https://www.twitter.com/p_jouishomme/status/922377198820044800","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345114978t  #sulfoxaflor #flupyradifurone"
"YDauven","0.0","","https://www.twitter.com/YDauven/status/922377031920291840","0.0","","0","","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345114041t  #sulfoxaflor #flupyradifurone"
"scassez","0.0","","https://www.twitter.com/scassez/status/922367316586827776","0.0","0.0","54","53.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345096331t  #sulfoxaflor #flupyradifurone"
"alain_denis2","0.0","","https://www.twitter.com/alain_denis2/status/922728935468789760","0.0","241.0","19","70.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes !http://sumof.us/345477650t  #sulfoxaflor #flupyradifurone"
"mickado01","0.0","","https://www.twitter.com/mickado01/status/922737979097075712","0.0","","0","","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345484909t  #sulfoxaflor #flupyradifurone"
"mmajcaubet","0.0","","https://www.twitter.com/mmajcaubet/status/922373232430407680","0.0","12.0","31","74.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345107451t  #sulfoxaflor #flupyradifurone"
"MartineBran13","0.0","","https://www.twitter.com/MartineBran13/status/922382282203287552","0.0","5.0","11","56.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345123021t  #sulfoxaflor #flupyradifurone"
"ericjhc","0.0","","https://www.twitter.com/ericjhc/status/921297967662948352","0.0","612.0","274","189.0","['Hulot', 'Pesticides', 'abeilles']","#Pesticides «tueurs d'#abeilles» : une nouvelle couleuvre majeure pour Nicolas #Hulot ?"
"OdileBailly","0.0","","https://www.twitter.com/OdileBailly/status/922752757420969984","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345495188t  #sulfoxaflor #flupyradifurone"
"madinfrance2","0.0","","https://www.twitter.com/madinfrance2/status/922385045079326720","0.0","33.0","295","723.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345126985t  #sulfoxaflor #flupyradifurone"
"lopezthe","0.0","","https://www.twitter.com/lopezthe/status/922384883246419969","1.0","40390.0","2233","2276.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345126763t  #sulfoxaflor #flupyradifurone"
"_Yukimenoko_","0.0","","https://www.twitter.com/_Yukimenoko_/status/922741095229984768","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345487175t  #sulfoxaflor #flupyradifurone"
"dorjey","0.0","","https://www.twitter.com/dorjey/status/922381222877245441","0.0","2.0","17","21.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345121401t  #sulfoxaflor #flupyradifurone"
"ColetteEychenne","0.0","","https://www.twitter.com/ColetteEychenne/status/922390532764127232","0.0","1.0","16","112.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345134100t  #sulfoxaflor #flupyradifurone"
"Bayer_FR","0.0","['LesRosagri']","https://www.twitter.com/Bayer_FR/status/922387366697930752","1.0","116.0","713","164.0","['abeilles', 'agriculture']","Concilier #abeilles & #agriculture dans le respect de l’environnement, c'est possible. Explications par le duo d'agricultrices @LesRosagri"
"violaine_bleton","0.0","","https://www.twitter.com/violaine_bleton/status/922395199841718272","0.0","","0","","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345139159t  #sulfoxaflor #flupyradifurone"
"Venizane","0.0","","https://www.twitter.com/Venizane/status/922751051513712641","0.0","2539.0","281","189.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345494050t  #sulfoxaflor #flupyradifurone"
"BrainOwie","0.0","","https://www.twitter.com/BrainOwie/status/921686905669996546","0.0","12697.0","823","239.0","['abeilles', 'néonicotinoides', 'penuriedebeurre']","#penuriedebeurre #abeilles en péril suite aux #néonicotinoides Je vous le dis on s'en prend à mon petit déj' !!!"
"RoselineLemire","0.0","","https://www.twitter.com/RoselineLemire/status/922398371633094656","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345144072t  #sulfoxaflor #flupyradifurone"
"paysan78","0.0","","https://www.twitter.com/paysan78/status/922740616341131264","0.0","783.0","50","67.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345486764t  #sulfoxaflor #flupyradifurone"
"andreecourand","0.0","","https://www.twitter.com/andreecourand/status/922740954435653633","0.0","0.0","46","89.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345487108t  #sulfoxaflor #flupyradifurone"
"CHRISTOPHEREY19","0.0","","https://www.twitter.com/CHRISTOPHEREY19/status/922736725373472768","0.0","4.0","79","343.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345483963t  #sulfoxaflor #flupyradifurone"
"0TitAnge0","0.0","","https://www.twitter.com/0TitAnge0/status/922396593051095040","0.0","621.0","169","745.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345142088t  #sulfoxaflor #flupyradifurone"
"pierreetcathy","0.0","","https://www.twitter.com/pierreetcathy/status/922402552792211456","0.0","0.0","1","32.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345148902t  #sulfoxaflor #flupyradifurone"
"EricChacron","0.0","","https://www.twitter.com/EricChacron/status/921739792672526336","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/344494293t  #sulfoxaflor #flupyradifurone"
"sergeackekchoz","0.0","","https://www.twitter.com/sergeackekchoz/status/922809389924438017","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345536587t  #sulfoxaflor #flupyradifurone"
"ChetreanuH","0.0","","https://www.twitter.com/ChetreanuH/status/922441859229732864","0.0","247.0","26","133.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345188795t  #sulfoxaflor #flupyradifurone"
"plumetiss","0.0","","https://www.twitter.com/plumetiss/status/922448531725660161","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345194970t  #sulfoxaflor #flupyradifurone"
"hyp_h5p","0.0","","https://www.twitter.com/hyp_h5p/status/922450828455182338","0.0","1054.0","234","656.0","['abeilles', 'avenir', 'miel', 'pollinisation']","Des #abeilles meurent et notre avenir sans #pollinisation arrive . Vous voulez faire quelques chose ? #miel #avenir"
"micpor1","0.0","","https://www.twitter.com/micpor1/status/921731462122090496","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/344475814t  #sulfoxaflor #flupyradifurone"
"FrancescaArt2","0.0","","https://www.twitter.com/FrancescaArt2/status/922442409828605953","0.0","469.0","45","67.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345189320t  #sulfoxaflor #flupyradifurone"
"bleonb","0.0","","https://www.twitter.com/bleonb/status/922692794233352192","0.0","634.0","373","352.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345453753t  #sulfoxaflor #flupyradifurone STOP"
"M_Orphelin","0.0","","https://www.twitter.com/M_Orphelin/status/921267827092475905","0.0","2704.0","5815","2562.0","['abeilles', 'néonicotinoïdes', 'pesticide', 'sulfoxaflor']","Autoriser #sulfoxaflor, nouveau #pesticide possiblement à haut risque pr #abeilles, est incohérent avec la loi biodiv &fin #néonicotinoïdes!"
"ejooris","0.0","","https://www.twitter.com/ejooris/status/922356529449324545","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345071714t  #sulfoxaflor #flupyradifurone"
"Benjamin_Sureau","0.0","","https://www.twitter.com/Benjamin_Sureau/status/922714821224816640","0.0","59.0","133","191.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345466212t  #sulfoxaflor #flupyradifurone"
"CelineSacconnay","0.0","","https://www.twitter.com/CelineSacconnay/status/922354529286410240","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345065111t  #sulfoxaflor #flupyradifurone"
"odette3175","0.0","","https://www.twitter.com/odette3175/status/921642043012722689","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/344381386t  #sulfoxaflor #flupyradifurone"
"Griffonnages","0.0","","https://www.twitter.com/Griffonnages/status/922353972832284672","0.0","918.0","78","307.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345065262t  #sulfoxaflor #flupyradifurone"
"cannelleperreau","0.0","","https://www.twitter.com/cannelleperreau/status/922354611159224320","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/345067137t  #sulfoxaflor #flupyradifurone"
"OpheliaNoor","0.0","['Anses_fr', 'N_Hulot']","https://www.twitter.com/OpheliaNoor/status/921265660570865664","0.0","3405.0","2564","2045.0","['abeilles', 'néonicotinoïde']","Hallucinant :-/ L' @Anses_fr autorise un nouveau #néonicotinoïde mortel pr les #abeilles @N_Hulot Incompréhensible"
"Balogildiko","0.0","","https://www.twitter.com/Balogildiko/status/925744078297403394","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/348011187t  #sulfoxaflor #flupyradifurone"
"_TayLon666","0.0","","https://www.twitter.com/_TayLon666/status/925735550631448576","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/347982970t  #sulfoxaflor #flupyradifurone"
"strangerbutera","0.0","","https://www.twitter.com/strangerbutera/status/926092820934479872","0.0","2400.0","290","50.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/348430621t?referring_akid=35845.13832745.T2FE3f … #sulfoxaflor #flupyradifurone"
"CcileRouillier","0.0","","https://www.twitter.com/CcileRouillier/status/925854887178653697","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/348256037t  #sulfoxaflor #flupyradifurone"
"MANOF6","0.0","","https://www.twitter.com/MANOF6/status/926132166614044675","0.0","","0","","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/348475366t?referring_akid=36111.10491328.uFvBkH … #sulfoxaflor #flupyradifurone"
"reyphilippe","0.0","","https://www.twitter.com/reyphilippe/status/926127351104237568","0.0","5.0","97","435.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/348469092t  #sulfoxaflor #flupyradifurone"
"cafo15","0.0","","https://www.twitter.com/cafo15/status/925808270706651137","0.0","104.0","17","184.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/348172473t  #sulfoxaflor #flupyradifurone"
"PierreDole","0.0","","https://www.twitter.com/PierreDole/status/926188918231486470","0.0","598.0","245","450.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/348550784t?referring_akid=36111.8790719.Aswluc … #sulfoxaflor #flupyradifurone"
"Avatar67Ren","0.0","","https://www.twitter.com/Avatar67Ren/status/926144038197133312","0.0","0.0","4","14.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/348492391t?referring_akid=36111.9862312.msRsNV … #sulfoxaflor #flupyradifurone"
"ChantalDelpech","0.0","","https://www.twitter.com/ChantalDelpech/status/926032820325289985","0.0","342.0","134","490.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/348378685t  #sulfoxaflor #flupyradifurone"
"Writer_DG","","","https://twitter.com/Writer_DG/status/925332657214386176","","10899.0","230615","163.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/347534327t  #sulfoxaflor #flupyradifurone"
"humanite_fr","","","https://twitter.com/humanite_fr/status/923975751489159169","","167.0","347126","631.0","['abeilles', 'miel', 'néonicotinoïdes']","Parrainer des ruches : si les #néonicotinoïdes vous inquiètent, vous serez peut-être intéressé-e par cette option #abeilles #miel"
"LouiseAubertin","0.0","","https://www.twitter.com/LouiseAubertin/status/925514320200585216","0.0","0.0","6","33.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/347745250t  #sulfoxaflor #flupyradifurone"
"EricSavidan","0.0","","https://www.twitter.com/EricSavidan/status/925638255831408640","0.0","","0","","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/347795438t  #sulfoxaflor #flupyradifurone"
"NicoleMoreau2","0.0","","https://www.twitter.com/NicoleMoreau2/status/926172010920796161","0.0","87.0","1185","526.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/348524692t?referring_akid=36112.1333827.oFdogH … #sulfoxaflor #flupyradifurone"
"Meghanne_M","0.0","","https://www.twitter.com/Meghanne_M/status/926061375440474112","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/348396896t?referring_akid=35897.7880455._J9hdV … #sulfoxaflor #flupyradifurone"
"christinedodane","0.0","","https://www.twitter.com/christinedodane/status/925705654106492928","0.0","0.0","7","46.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/347868290t  #sulfoxaflor #flupyradifurone"
"spigiras972","0.0","","https://www.twitter.com/spigiras972/status/925741981371912193","0.0","14.0","115","64.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/348004982t  #sulfoxaflor #flupyradifurone"
"romainpuyuelo","0.0","","https://www.twitter.com/romainpuyuelo/status/925515014798266368","0.0","2.0","302","1290.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/347745640t  #sulfoxaflor #flupyradifurone"
"lharmonie3","0.0","","https://www.twitter.com/lharmonie3/status/925821557359996929","0.0","580.0","61","146.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/348173004t  #sulfoxaflor #flupyradifurone"
"LesBillardes","0.0","['YouTube']","https://www.twitter.com/LesBillardes/status/926016970906054656","0.0","0.0","0","0.0","['Jura', 'abeilles', 'automne', 'météo', 'étéindien']","Les #abeilles aussi profitent de la #météo exceptionnelle de cet #automne dans le #Jura. #étéindien https://youtu.be/j4f3HEdRZ1M  via @YouTube"
"SauvagesPoitou","1.0","","https://www.twitter.com/SauvagesPoitou/status/925779604673060866","1.0","1458.0","550","473.0","['abeilles']","""Un monde sans #abeilles..."". Vous avez l'impression d'avoir déjà tout lu sur le sujet? Cet article vaut le détour :"
"amandineddiabo","0.0","","https://www.twitter.com/amandineddiabo/status/925791161847083008","0.0","272.0","33","180.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/348134088t  #sulfoxaflor #flupyradifurone"
"DominiqSutter1","0.0","","https://www.twitter.com/DominiqSutter1/status/925790409921572865","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/348131961t  #sulfoxaflor #flupyradifurone"
"niconicolas38","0.0","","https://www.twitter.com/niconicolas38/status/925779518316515334","0.0","0.0","0","0.0","['abeilles']","Les #abeilles disparaissent !"
"davtflorian","0.0","","https://www.twitter.com/davtflorian/status/925698282755645440","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/347860855t  #sulfoxaflor #flupyradifurone"
"Sonia29739","0.0","","https://www.twitter.com/Sonia29739/status/925530696214564864","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/347755531t  #sulfoxaflor #flupyradifurone"
"bergeronjean54","0.0","","https://www.twitter.com/bergeronjean54/status/925822962695131136","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/348202095t  #sulfoxaflor #flupyradifurone"
"artdevivre321","0.0","","https://www.twitter.com/artdevivre321/status/925816845097226240","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/348190111t  #sulfoxaflor #flupyradifurone"
"Marcelocien","0.0","","https://www.twitter.com/Marcelocien/status/926061781524647942","0.0","677.0","540","847.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/348397563t?referring_akid=35897.8794086.nU6yLV … #sulfoxaflor #flupyradifurone"
"BrunoLMeyer","0.0","","https://www.twitter.com/BrunoLMeyer/status/925725418346426368","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/347939398t  #sulfoxaflor #flupyradifurone"
"npatoche","0.0","","https://www.twitter.com/npatoche/status/926089971223662593","0.0","0.0","4","44.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/348427050t?referring_akid=36111.11158237.f-YHgH … #sulfoxaflor #flupyradifurone"
"LOUANDREF","0.0","","https://www.twitter.com/LOUANDREF/status/925682512990539776","0.0","0.0","74","166.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/347843708t  #sulfoxaflor #flupyradifurone"
"MichelLagneau","0.0","","https://www.twitter.com/MichelLagneau/status/926110013780881410","0.0","0.0","0","0.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/348449842t?referring_akid=36111.10157160.VapoMU … #sulfoxaflor #flupyradifurone"
"Erikus1er","0.0","","https://www.twitter.com/Erikus1er/status/925742759868280833","0.0","","0","","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/348004814t  #sulfoxaflor #flupyradifurone"
"pgandau","0.0","","https://www.twitter.com/pgandau/status/926116654278430721","0.0","19.0","68","430.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/348458380t?referring_akid=36111.10905645.HU2Iki … #sulfoxaflor #flupyradifurone"
"PhilmarZic","0.0","","https://www.twitter.com/PhilmarZic/status/925868204089540608","0.0","28.0","77","144.0","['abeilles', 'flupyradifurone', 'néonicotinoïdes', 'sulfoxaflor']",".@N_Hulot: Sauvez les #abeilles, interdisez TOUS les pesticides #néonicotinoïdes http://sumof.us/348271581t  #sulfoxaflor #flupyradifurone"
